"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000045114"	0.196385232116634	0.880627479994693	0.00813073135147869	0.999744995548852	-0.277628571016348	0.807179107509451	0.124524379378052	0.84114114857091	"Prrt2"	"proline-rich transmembrane protein 2"
"ENSMUSG00000045128"	-0.142483846990825	0.833334957764606	-0.0341516572308553	0.999744995548852	0.00980620187737721	0.994868996234191	0.188307718755662	0.488362738752157	"Rpl18a"	"ribosomal protein L18A"
"ENSMUSG00000045136"	-0.181513224298806	0.49529187312664	0.0213516062821463	0.999744995548852	-0.0679947330229275	0.927889454548654	-0.0724173880788285	0.772285811916614	"Tubb2b"	"tubulin, beta 2B class IIB"
"ENSMUSG00000045140"	0.124928870157868	0.921711349213291	0.0335354405616383	0.999744995548852	0.0255151609617497	0.992426261505759	0.176185940432067	0.77358230912922	"Pigw"	"phosphatidylinositol glycan anchor biosynthesis, class W"
"ENSMUSG00000045160"	-0.0762280122397422	0.915715116080661	0.149792283551402	0.999744995548852	-0.0596439635753584	0.962799322637464	-0.153959879135197	0.625009635061499	"Bola3"	"bolA-like 3 (E. coli)"
"ENSMUSG00000045165"	-0.00848816961223128	0.998359248569008	-0.275793175291867	0.999744995548852	0.532553178266797	0.693952696208275	-0.318262938017246	0.745922647283979	"AI467606"	"expressed sequence AI467606"
"ENSMUSG00000045174"	0.231820307035394	0.49529187312664	-0.0166556633918461	0.999744995548852	0.0865826302034565	0.927491589366103	0.0574260997085169	0.852874994918745	"Amer3"	"APC membrane recruitment 3"
"ENSMUSG00000045176"	-0.000466120408291886	0.999854713514668	-0.0267823490618974	0.999744995548852	-0.0282186143873561	0.986877046081407	-0.105153007070112	0.776659372697794	"2310047M10Rik"	"RIKEN cDNA 2310047M10 gene"
"ENSMUSG00000045179"	0.0301014832993137	0.994604212853155	0.0274414817506504	0.999744995548852	-0.209626878384456	0.962799322637464	0.29015242130782	0.833109877496919	"Sox3"	"SRY (sex determining region Y)-box 3"
"ENSMUSG00000045180"	-0.0589928753661412	0.867613909071625	-0.000519677141941287	0.999907589514652	-0.0486532264241492	0.929193868854149	-0.186935541562946	0.0734629399337956	"Shroom2"	"shroom family member 2"
"ENSMUSG00000045193"	-0.0294278017422167	0.981641429366042	0.0994136882135905	0.999744995548852	0.236550708050019	0.698896185316875	0.257242278218705	0.361497061915108	"Cirbp"	"cold inducible RNA binding protein"
"ENSMUSG00000045201"	0.0867682388338983	0.90625778685758	0.0928195604740965	0.999744995548852	-0.128997046099252	0.865073905898827	-0.0699382777503764	0.852597711076038	"Lrrc3b"	"leucine rich repeat containing 3B"
"ENSMUSG00000045205"	-0.0502557812893245	0.934257333090934	-0.00600261245225229	0.999744995548852	0.011594860063926	0.991687148985206	-0.039868387634176	0.886514647781726	"Dpy19l4"	"dpy-19-like 4 (C. elegans)"
"ENSMUSG00000045210"	0.00703097867849378	0.993091411249896	0.0141207750618389	0.999744995548852	-0.00663152170111302	0.993860377604257	-0.189425877290493	0.110616935792207	"Vcpip1"	"valosin containing protein (p97)/p47 complex interacting protein 1"
"ENSMUSG00000045211"	-0.117401515961124	0.710347090064127	0.0913823481050298	0.999744995548852	-0.0693623813662163	0.913525183597104	-0.0542371737182506	0.815933910379922	"Nudt18"	"nudix (nucleoside diphosphate linked moiety X)-type motif 18"
"ENSMUSG00000045215"	0.0754976733246591	0.913500911389776	0.0624810922490173	0.999744995548852	-0.151694216762062	0.779085824092172	-0.134424735322164	0.629912756299051	"Asxl3"	"additional sex combs like 3 (Drosophila)"
"ENSMUSG00000045216"	0.00695291583912309	0.993138904030348	-0.102414769853099	0.999744995548852	-0.0391175394863941	0.957978992045834	0.0277749106772006	0.907503214602896	"Hs6st1"	"heparan sulfate 6-O-sulfotransferase 1"
"ENSMUSG00000045237"	0.201078920118646	0.844671590250691	0.115465562767911	0.999744995548852	0.126263459759145	0.943537646700459	-0.193192439973602	0.699480715481809	"1110012L19Rik"	"RIKEN cDNA 1110012L19 gene"
"ENSMUSG00000045246"	-0.156497366526747	0.806784172042223	-0.0890954279996058	0.999744995548852	-0.310295403084838	0.353750720855485	-0.373182611391529	0.149477520588207	"Kcng4"	"potassium voltage-gated channel, subfamily G, member 4"
"ENSMUSG00000045248"	0.278121418134781	0.570945719339281	-0.0335215984633439	0.999744995548852	0.221053022611415	0.7139526677714	-0.0899137583492699	0.836511120780083	"Med26"	"mediator complex subunit 26"
"ENSMUSG00000045251"	-0.313936516274265	0.527860550077914	0.453584068967193	0.999744995548852	0.00552200013313679	0.99834401144297	-0.0619851150740901	0.899861412706653	"Zfp688"	"zinc finger protein 688"
"ENSMUSG00000045252"	0.00305350257371728	0.998175188928113	-0.0946617616527815	0.999744995548852	0.0836965851127396	0.93080003875414	0.11400806727946	0.683903720090535	"Zfp574"	"zinc finger protein 574"
"ENSMUSG00000045257"	0.200299883976848	0.825705350674396	0.116292011821275	0.999744995548852	-0.141998500081052	0.929193868854149	-0.169081580612662	0.759574237767811	"Morn2"	"MORN repeat containing 2"
"ENSMUSG00000045259"	0.2188712212602	0.857238933224685	0.0929012129086178	0.999744995548852	0.101936076803523	0.961526633311017	0.265800144982373	0.542371416391148	"Klhdc9"	"kelch domain containing 9"
"ENSMUSG00000045268"	0.333385779048422	0.690459631831075	0.016196110805835	0.999744995548852	-0.0244340065675355	0.992419455550611	0.0816955945741922	0.903326333779912	"Zfp691"	"zinc finger protein 691"
"ENSMUSG00000045273"	-0.599167781520179	0.765707928988779	0.0744794638969316	0.999744995548852	0.0885749857519651	0.990283447806279	-0.432438334933517	0.771187019085826	"Cenph"	"centromere protein H"
"ENSMUSG00000045275"	0.210430633606854	0.879265260537093	-0.0642491033270165	0.999744995548852	0.023574950074545	0.99338056512288	0.0519036175406406	0.946510513179887	"Lca5l"	"Leber congenital amaurosis 5-like"
"ENSMUSG00000045282"	-0.160113207257334	0.894303176154512	0.191592594876222	0.999744995548852	0.289889773775048	0.706316518792277	-0.174456864126785	0.748640051542855	"Tmem86b"	"transmembrane protein 86B"
"ENSMUSG00000045284"	0.0575753845114579	0.887439898575574	0.0334934595431716	0.999744995548852	0.0656730183628487	0.884897453253964	-0.0104638158702451	0.96373025613137	"Dcaf12l1"	"DDB1 and CUL4 associated factor 12-like 1"
"ENSMUSG00000045287"	0.12692074020361	0.632851579669894	0.0173474390014294	0.999744995548852	0.0447765684228266	0.943537646700459	-0.0511730615083955	0.799956005979546	"Rtn4rl1"	"reticulon 4 receptor-like 1"
"ENSMUSG00000045288"	1.37075697419182	0.245904135083753	-0.236232494371462	0.999744995548852	0.244308090038627	0.952647689561324	-0.076962196710778	0.95598493482114	"Ush1g"	"Usher syndrome 1G"
"ENSMUSG00000045294"	-0.0348621912246388	0.969531527482114	0.0541136234442434	0.999744995548852	0.116101544033472	0.896759858579946	0.187480830962309	0.465509830156125	"Insig1"	"insulin induced gene 1"
"ENSMUSG00000045302"	-0.0262143755261595	0.945905343826747	-0.00891881518466557	0.999744995548852	-0.0486124993831228	0.92771547558346	0.0861035420085169	0.537411091318945	"Preb"	"prolactin regulatory element binding"
"ENSMUSG00000045312"	-0.0333423860753898	0.968054378224179	0.0326223479754224	0.999744995548852	0.0314582055449193	0.982482942380178	-0.00740563728608204	0.987274535866955	"Lhfpl2"	"lipoma HMGIC fusion partner-like 2"
"ENSMUSG00000045314"	-0.023063521426116	0.987223142631692	-0.223984167628269	0.999744995548852	-0.215700452989035	0.713020213281031	-0.143000146124485	0.694533535929832	"Sowahb"	"sosondowah ankyrin repeat domain family member B"
"ENSMUSG00000045316"	-0.142587298091471	0.806784172042223	0.0968119125599479	0.999744995548852	0.0313784874394293	0.982879064372997	0.0945330653789417	0.786785890096652	"Fahd1"	"fumarylacetoacetate hydrolase domain containing 1"
"ENSMUSG00000045318"	0.046776176083374	0.94980784705222	0.0199464064538451	0.999744995548852	-0.0454786792543662	0.972851247103436	0.0712853697509125	0.849877473609576	"Adra2c"	"adrenergic receptor, alpha 2c"
"ENSMUSG00000045319"	-0.478525375643139	0.628274485745284	-0.0766955237942547	0.999744995548852	-0.325689568608896	0.854546231144742	0.642757103194057	0.340585890704962	"Proser2"	"proline and serine rich 2"
"ENSMUSG00000045322"	0.340483898478084	0.855711820539712	0.76595359231354	0.999744995548852	0.624228226146606	0.496828646202052	0.47138568751698	0.453997249660109	"Tlr9"	"toll-like receptor 9"
"ENSMUSG00000045327"	0.358028809671935	0.849893286112327	-0.237059878387013	0.999744995548852	-0.0361433269663971	0.992599816887077	0.141307660055482	0.905891932010885	"6330549D23Rik"	""
"ENSMUSG00000045328"	0.0327976722482394	0.989933434323509	0.331210345938056	0.999744995548852	0.0422880537542398	0.991317344303667	0.563201926173969	0.346506423658108	"Cenpe"	"centromere protein E"
"ENSMUSG00000045333"	0.0439228389729859	0.950159885207402	-0.0604489956930091	0.999744995548852	0.0251893266078983	0.986473807382579	0.0812010208141017	0.797163626763079	"Zfp423"	"zinc finger protein 423"
"ENSMUSG00000045345"	0.134056182463649	0.936447466221957	0.086389605694968	0.999744995548852	0.201955779711735	0.912965383675054	0.0626794724971373	0.933334668924082	"9530056K15Rik"	""
"ENSMUSG00000045348"	0.0503449066147861	0.921359942150219	-0.0178593746892152	0.999744995548852	0.0389947601650598	0.963728522693927	-0.00259326289548296	0.992917596653278	"Nyap1"	"neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1"
"ENSMUSG00000045349"	0.0721703360885299	0.864598281937819	0.0189670751790459	0.999744995548852	0.0670867764558102	0.907677731424526	-0.0576593503021153	0.780534087181404	"Sh2d5"	"SH2 domain containing 5"
"ENSMUSG00000045374"	0.361724374661451	0.0344736393190484	-0.0149647231379633	0.999744995548852	0.0700479255547234	0.927889454548654	0.169980225432484	0.308574248970559	"Wdr81"	"WD repeat domain 81"
"ENSMUSG00000045377"	-0.272692536236241	0.895079320416328	-0.35279812572428	0.999744995548852	0.0449996378198971	0.991437145161302	-0.0809265853539643	0.946350128831215	"Tmem88"	"transmembrane protein 88"
"ENSMUSG00000045382"	0.223898418914783	0.928443556752692	0.0199697630233738	0.999744995548852	0.378296015877974	0.872860360770475	0.398167139127758	0.706261780839737	"Cxcr4"	"chemokine (C-X-C motif) receptor 4"
"ENSMUSG00000045404"	0.0861421929600503	0.947434485863775	-0.112903649805372	0.999744995548852	-0.182712439659311	0.896847474890801	-0.143508325205959	0.800061838345608	"Kcnk13"	"potassium channel, subfamily K, member 13"
"ENSMUSG00000045409"	0.0269892294548877	0.958596943945238	0.0336218703665361	0.999744995548852	0.160229310973064	0.447839466614996	0.175778644568318	0.236756781578463	"Trim39"	"tripartite motif-containing 39"
"ENSMUSG00000045410"	-0.0285059976847847	0.974668449575827	0.0496456955826051	0.999744995548852	-0.13826950402607	0.826857377367882	-0.24599210317279	0.270897566839029	"Akr1e1"	"aldo-keto reductase family 1, member E1"
"ENSMUSG00000045411"	0.0987419858130555	0.832739631451657	0.0174819814537093	0.999744995548852	0.161880497943553	0.606606167226545	0.190631078163112	0.274615027202978	"2410002F23Rik"	"RIKEN cDNA 2410002F23 gene"
"ENSMUSG00000045414"	0.111366801273804	0.828239282937379	-0.0350569801247316	0.999744995548852	0.0297974135457347	0.977908680677713	-0.163550013554922	0.413205514061535	"1190002N15Rik"	"RIKEN cDNA 1190002N15 gene"
"ENSMUSG00000045427"	0.067424768932936	0.86284185937454	0.0615995563395944	0.999744995548852	-0.0663929632521154	0.886173707474591	-0.0551218116860305	0.771187019085826	"Hnrnph2"	"heterogeneous nuclear ribonucleoprotein H2"
"ENSMUSG00000045435"	0.159898030306253	0.846284219458371	0.316080936913472	0.999744995548852	0.0436623597118133	0.981322378094188	-0.0357858608790519	0.946510513179887	"Tmem60"	"transmembrane protein 60"
"ENSMUSG00000045438"	-0.0354792081662895	0.950159885207402	0.0695792062034439	0.999744995548852	-0.013854954700312	0.990982641784002	0.168660176838733	0.320245168063289	"Cox19"	"cytochrome c oxidase assembly protein 19"
"ENSMUSG00000045441"	0.163754906698641	0.878149355568233	0.195726610065564	0.999744995548852	-0.14826698755542	0.923818528428609	-0.0610636337140807	0.920468033627696	"Gprin3"	"GPRIN family member 3"
"ENSMUSG00000045464"	-0.174555111621285	0.904070240321699	0.235023183665793	0.999744995548852	-0.0183596205333884	0.994720726886767	0.111412268026753	0.879441177005707	"2810002D19Rik"	""
"ENSMUSG00000045466"	0.158083481274183	0.781637620141557	0.000116718135954907	0.999923076786654	0.0428218661642989	0.975827112086335	0.247896631111305	0.261772893945045	"Zfp956"	"zinc finger protein 956"
"ENSMUSG00000045467"	0.106961064535696	0.974689508823066	0.0514315685227484	0.999744995548852	0.165062261197044	0.974892915912822	0.162595972081348	0.905891932010885	"Ttll13"	"tubulin tyrosine ligase-like family, member 13"
"ENSMUSG00000045471"	0.0376914438044568	0.987223142631692	-0.215082336374778	0.999744995548852	-0.00860876543536023	0.99834401144297	1.27774314827239	0.000185532068756046	"Hcrt"	"hypocretin"
"ENSMUSG00000045482"	0.185331265229962	0.435197658745074	-0.0221869248619238	0.999744995548852	0.0307159376530978	0.972728128320649	0.0611176052840688	0.774319979919181	"Trrap"	"transformation/transcription domain-associated protein"
"ENSMUSG00000045498"	0.199373587868377	0.857114111634355	-0.0623271404037487	0.999744995548852	-0.0326793868689396	0.987609608844371	0.0473444431273633	0.936910862582412	"Pcdhb3"	"protocadherin beta 3"
"ENSMUSG00000045502"	-0.0520968551872868	0.997910809772727	-0.315269817464518	0.999744995548852	3.4284415850261	0.00218211548523578	1.85222185512558	0.0281953897241558	"Hcar2"	"hydroxycarboxylic acid receptor 2"
"ENSMUSG00000045503"	-0.152656372277524	0.72066736983054	0.0389845272546697	0.999744995548852	-0.00340601583535677	0.99834401144297	0.041683782039976	0.899861412706653	"Sys1"	"SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)"
"ENSMUSG00000045509"	0.189187019057791	0.905437041421601	0.0211296660096344	0.999744995548852	0.0572430608510659	0.983256457754263	0.115383138933498	0.8692074082409	"Gpr150"	"G protein-coupled receptor 150"
"ENSMUSG00000045515"	-0.190131411735606	0.338769997695479	-0.0524562613197371	0.999744995548852	-0.243711288692769	0.0372135253544173	-0.0768782218871242	0.686678803362991	"Pou3f3"	"POU domain, class 3, transcription factor 3"
"ENSMUSG00000045519"	-0.0939235437690924	0.921711349213291	0.0825043137445741	0.999744995548852	-0.232275435775191	0.7139526677714	-0.0662340917656669	0.900782977480533	"Zfp560"	"zinc finger protein 560"
"ENSMUSG00000045532"	-0.0650941353973271	0.949343943230195	-0.183572444193379	0.999744995548852	0.0347161539033272	0.987186742852723	-0.112925286750897	0.849033804308141	"C1ql1"	"complement component 1, q subcomponent-like 1"
"ENSMUSG00000045534"	0.260079060135135	0.672658900431953	-0.311220334364037	0.999744995548852	0.226283295811283	0.790064518983991	0.138798630605962	0.731075779249623	"Kcna5"	"potassium voltage-gated channel, shaker-related subfamily, member 5"
"ENSMUSG00000045538"	-0.130841359743517	0.88971689007595	0.119272773604849	0.999744995548852	0.334088901457466	0.393350564227558	0.0659706896332329	0.891075108757856	"Ddx28"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 28"
"ENSMUSG00000045555"	0.0366073184261548	0.994177081781964	-0.00922525121048879	0.999744995548852	0.573432444228335	0.736983059603931	-0.248394737823089	0.819649539922083	"Mettl24"	"methyltransferase like 24"
"ENSMUSG00000045573"	-0.0169245235690992	0.972518429215164	-0.0846119159510903	0.999744995548852	-0.119608718390973	0.568370712875541	-0.115360817534397	0.368166637149355	"Penk"	"preproenkephalin"
"ENSMUSG00000045576"	0.188262355017378	0.599354587994496	-0.058172789849757	0.999744995548852	-0.141137905382827	0.75094783977038	-0.126079599629874	0.609341038953815	"St7l"	"suppression of tumorigenicity 7-like"
"ENSMUSG00000045589"	0.0398544718963857	0.91982942885917	0.00630079661412165	0.999744995548852	-0.0778069022093576	0.824866369008691	-0.228098950037635	0.0110640737684436	"Frrs1l"	"ferric-chelate reductase 1 like"
"ENSMUSG00000045594"	0.000716896060946042	0.999787011964962	0.102926700068287	0.999744995548852	0.127217210354878	0.830851412540089	0.0631658510412626	0.838683544371981	"Glb1"	"galactosidase, beta 1"
"ENSMUSG00000045598"	0.0653617600481155	0.929249759380511	-0.0313804102630058	0.999744995548852	0.0451030530117494	0.972081324130787	0.183813067707393	0.462997709809237	"Zfp553"	"zinc finger protein 553"
"ENSMUSG00000045608"	-0.0632047631697964	0.943647239991258	-0.107824270305981	0.999744995548852	0.0861030231472196	0.943537646700459	0.406743870911977	0.0952325704698393	"Dbx2"	"developing brain homeobox 2"
"ENSMUSG00000045613"	0.0275927696104419	0.971274137987156	0.260145028693723	0.999744995548852	0.134928952055762	0.780670663496465	0.0137418932704191	0.96894646915324	"Chrm2"	"cholinergic receptor, muscarinic 2, cardiac"
"ENSMUSG00000045624"	0.0611107864845079	0.914712234621975	0.0299532817264367	0.999744995548852	0.14028236682601	0.693952696208275	-0.0826875613538463	0.725601075106564	"Esf1"	"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)"
"ENSMUSG00000045625"	0.478851671265559	0.241617242068746	-0.00744412118008416	0.999744995548852	-0.0477226935459046	0.977908680677713	0.146581657706257	0.723697607995104	"Pigz"	"phosphatidylinositol glycan anchor biosynthesis, class Z"
"ENSMUSG00000045629"	-0.0248308987957414	0.990040168889109	0.114657630335445	0.999744995548852	0.139675267972687	0.943537646700459	0.0482839105146537	0.947127244036718	"Sh3tc2"	"SH3 domain and tetratricopeptide repeats 2"
"ENSMUSG00000045636"	-0.0449432442920303	0.931013657681016	-0.134376962106538	0.999744995548852	-0.141960789627198	0.584886687644	-0.166910581386609	0.275737615311235	"Mtus1"	"mitochondrial tumor suppressor 1"
"ENSMUSG00000045639"	0.00475961128303197	0.996004545582191	-0.0454622083948471	0.999744995548852	-0.0140339484510833	0.989899464136057	0.0284031107593772	0.921401081736655	"Zfp629"	"zinc finger protein 629"
"ENSMUSG00000045648"	0.149482782468164	0.818690391794479	0.0922743132227489	0.999744995548852	-0.0691141600805624	0.944533528628897	-0.128082866799302	0.67706489673804	"Vwc2l"	"von Willebrand factor C domain-containing protein 2-like"
"ENSMUSG00000045655"	0.1823028810997	0.944323230885181	0.296004012701596	0.999744995548852	0.25688062959337	0.943537646700459	0.211660402643937	0.884839801519725	"Fam216b"	"family with sequence similarity 216, member B"
"ENSMUSG00000045657"	0.289466007762224	0.767065048261343	0.092206535045964	0.999744995548852	-0.0932515370053724	0.965772887222713	0.1396280991582	0.826072686427087	"Pcdhb10"	"protocadherin beta 10"
"ENSMUSG00000045658"	0.0816052173349889	0.878149355568233	0.0879564620877586	0.999744995548852	-0.108757459082465	0.827292523917277	-0.0271150560312195	0.928002207220043	"Pid1"	"phosphotyrosine interaction domain containing 1"
"ENSMUSG00000045659"	0.0792132714512384	0.901998684712185	-0.0665004660715802	0.999744995548852	-0.0221738953064859	0.986877046081407	-0.0711382495366706	0.80728556744022	"Plekha7"	"pleckstrin homology domain containing, family A member 7"
"ENSMUSG00000045662"	-0.0152822282776233	0.997654987513475	-0.240470630565284	0.999744995548852	0.429437487653577	0.876787273765216	-1.02103501584149	0.253270015909193	"Henmt1"	"HEN1 methyltransferase homolog 1 (Arabidopsis)"
"ENSMUSG00000045664"	-0.351851895805433	0.570945719339281	-0.0317004741168748	0.999744995548852	-0.0885317997203886	0.963728522693927	-0.306567270696389	0.463366412953087	"Cdc42ep2"	"CDC42 effector protein (Rho GTPase binding) 2"
"ENSMUSG00000045665"	-0.0574718486849139	0.914712234621975	-0.0374478578893012	0.999744995548852	-0.0342291018925176	0.972081324130787	0.167659179220937	0.336659753906585	"Mfsd5"	"major facilitator superfamily domain containing 5"
"ENSMUSG00000045667"	-0.320326764223872	0.89430569477599	0.219326333953339	0.999744995548852	0.417978653833214	0.823556119040503	1.22097165527079	0.0350060099522199	"Smtnl2"	"smoothelin-like 2"
"ENSMUSG00000045671"	0.0318974395603264	0.965732210488773	0.0377805104012953	0.999744995548852	-0.032301607417717	0.977421032238354	0.0275990904754454	0.93720399347454	"Spred2"	"sprouty-related, EVH1 domain containing 2"
"ENSMUSG00000045672"	0.136731421632044	0.892945210262937	-0.260651438734221	0.999744995548852	-0.0179367763648302	0.992426261505759	-0.055571053434591	0.918996560474022	"Col27a1"	"collagen, type XXVII, alpha 1"
"ENSMUSG00000045679"	-0.167221566356941	0.917889039295585	0.389834831873793	0.999744995548852	-0.185330420400082	0.929193868854149	0.0694894928777996	0.93744388020817	"Pqlc3"	"PQ loop repeat containing"
"ENSMUSG00000045689"	-0.142307541618079	0.932370355036345	-0.279916027810627	0.999744995548852	-0.00773363773044755	0.99834401144297	-0.0147895995179467	0.985979041737443	"Pcdhb4"	"protocadherin beta 4"
"ENSMUSG00000045691"	0.0096621036590738	0.993444029728986	-0.0213982582403421	0.999744995548852	0.0687728956283749	0.943537646700459	0.1020782398142	0.706765495265758	"Thtpa"	"thiamine triphosphatase"
"ENSMUSG00000045730"	0.212692940912585	0.90625778685758	-0.531925572688436	0.999744995548852	-0.142757161086889	0.955381030731788	0.344236640189967	0.59431935671376	"Adrb2"	"adrenergic receptor, beta 2"
"ENSMUSG00000045731"	0.0397534125109513	0.979300276295755	-0.00984412879554437	0.999744995548852	0.00408838839685488	0.99834401144297	-0.162599919262526	0.753572041396567	"Pnoc"	"prepronociceptin"
"ENSMUSG00000045733"	0.124724059350603	0.636428922134637	0.00474452306045119	0.999744995548852	0.025286048283722	0.97584340183069	-0.0865640586213733	0.595671841411899	"Sprn"	"shadow of prion protein"
"ENSMUSG00000045746"	-0.434090332001695	0.861735812368138	-0.390935676835422	0.999744995548852	0.364146701031933	0.927491589366103	0.144797390720115	0.928220251139029	"B230317F23Rik"	""
"ENSMUSG00000045751"	-0.189625573424511	0.93421488353402	0.350015805792987	0.999744995548852	0.148713763410431	0.971197567880931	0.0465620550761551	0.969520293688998	"Mms22l"	"MMS22-like, DNA repair protein"
"ENSMUSG00000045752"	-0.0757490635486553	0.910530407566019	0.122525678984327	0.999744995548852	0.0348002906805594	0.976966057379185	0.179673096855929	0.435490481837285	"Tssc4"	"tumor-suppressing subchromosomal transferable fragment 4"
"ENSMUSG00000045757"	-0.0895093795463902	0.954765176701716	0.0250243690152138	0.999744995548852	0.102406348401526	0.965772887222713	0.225871172750329	0.707929848512675	"Zfp764"	"zinc finger protein 764"
"ENSMUSG00000045761"	0.253031113812159	0.817425896559951	0.0864927493767704	0.999744995548852	0.301629262088016	0.736961453655739	0.154262842186245	0.795884151263247	"Fam179a"	"family with sequence similarity 179, member A"
"ENSMUSG00000045763"	-0.102276630464025	0.816283509886044	-0.0315231141235484	0.999744995548852	-0.153495673973435	0.609265481191887	0.03412014955463	0.899861412706653	"Basp1"	"brain abundant, membrane attached signal protein 1"
"ENSMUSG00000045767"	0.0433017750663325	0.910102819306344	0.0455554598571672	0.999744995548852	0.010071269200515	0.989899464136057	-0.0310983382750158	0.867043558760131	"B230219D22Rik"	"RIKEN cDNA B230219D22 gene"
"ENSMUSG00000045775"	0.0406273264549166	0.988638716395544	0.165883306590096	0.999744995548852	-0.0998179283638884	0.97584340183069	0.109414639274786	0.91682337520942	"Slc16a5"	"solute carrier family 16 (monocarboxylic acid transporters), member 5"
"ENSMUSG00000045777"	0.0416750679180295	0.95071529709912	0.0660811080563531	0.999744995548852	-0.0597268054186352	0.943537646700459	0.0499332681032364	0.878337928162213	"Ifitm10"	"interferon induced transmembrane protein 10"
"ENSMUSG00000045790"	0.135825102843207	0.712269272895712	0.0408543753870915	0.999744995548852	0.0131244775893378	0.991317344303667	0.150260498731685	0.387592607865764	"Ccdc149"	"coiled-coil domain containing 149"
"ENSMUSG00000045795"	-0.0692375505874323	0.936931299962719	0.0908515437231495	0.999744995548852	0.133168141004355	0.874737803042676	0.183966728807535	0.492549463680441	"Whamm"	"WAS protein homolog associated with actin, golgi membranes and microtubules"
"ENSMUSG00000045799"	-0.111976494670478	0.924615434972089	0.122304399302098	0.999744995548852	-0.0332243700867581	0.988665636567763	0.308649686132892	0.44229815021321	"Gm9800"	""
"ENSMUSG00000045817"	-0.0989737080924884	0.90625778685758	-0.156544816665254	0.999744995548852	-0.0136140731635533	0.992426261505759	0.268176867780451	0.285601132451745	"Zfp36l2"	"zinc finger protein 36, C3H type-like 2"
"ENSMUSG00000045822"	0.0178310791203772	0.991409084487147	-0.0436877930469297	0.999744995548852	0.0606836355823034	0.971865580589952	-0.0613188548649188	0.903303567925059	"Zswim3"	"zinc finger SWIM-type containing 3"
"ENSMUSG00000045827"	-0.199066000354444	0.777179076544337	-0.000623301520376096	0.999907589514652	-0.154502674176503	0.854669416678199	-0.231089559470506	0.468530509709264	"Serpinb9"	"serine (or cysteine) peptidase inhibitor, clade B, member 9"
"ENSMUSG00000045838"	0.091026078745875	0.938679999264909	0.118559789558832	0.999744995548852	0.205701637612144	0.834797350080507	0.0441881625453111	0.93720399347454	"A430105I19Rik"	"RIKEN cDNA A430105I19 gene"
"ENSMUSG00000045854"	-0.130823937634432	0.875156105822008	-0.117108906815641	0.999744995548852	0.107661705692694	0.940356604671732	-0.133797810352103	0.748762681047829	"Lyrm2"	"LYR motif containing 2"
"ENSMUSG00000045867"	0.0372832719469067	0.986651043769518	0.205052733660752	0.999744995548852	-0.094547724095415	0.97180612696996	0.569283466610539	0.177411136142031	"Cradd"	"CASP2 and RIPK1 domain containing adaptor with death domain"
"ENSMUSG00000045871"	0.0526480099358447	0.978398780855982	-0.495628633707027	0.999744995548852	0.0671854039539161	0.981322378094188	-0.0453937275551335	0.955365106199257	"Slitrk6"	"SLIT and NTRK-like family, member 6"
"ENSMUSG00000045875"	0.110263829923676	0.914712234621975	0.00157713963305001	0.999907589514652	0.17746006712974	0.859764102738687	-0.317780644534353	0.323590160242096	"Adra1a"	"adrenergic receptor, alpha 1a"
"ENSMUSG00000045876"	-0.242248203597063	0.891718959122112	-0.447452502746621	0.999744995548852	-0.285818651177558	0.797756927554493	-0.805910114511134	0.024228399402217	"Pcdhb8"	"protocadherin beta 8"
"ENSMUSG00000045896"	-0.104380717578565	0.656752453817492	0.0578051476997492	0.999744995548852	-0.0298104521047821	0.962799322637464	-0.0723147215116561	0.61402566544233	"Paip2b"	"poly(A) binding protein interacting protein 2B"
"ENSMUSG00000045903"	0.281725653149568	0.905082310982619	-0.740014501745818	0.999744995548852	-1.39706622219334	0.0117580932595406	-0.1836188088767	0.870210555105887	"Npas4"	"neuronal PAS domain protein 4"
"ENSMUSG00000045912"	0.0872984102300415	0.914712234621975	-0.113395709983043	0.999744995548852	0.154488597681372	0.833348175274079	-0.125344541159695	0.726527845960982	"C2cd4c"	"C2 calcium-dependent domain containing 4C"
"ENSMUSG00000045915"	0.646821704189403	0.710347090064127	-0.15243054274944	0.999744995548852	0.778174394749416	0.608579863134661	0.284226607762499	0.805838752456799	"Ccdc42"	"coiled-coil domain containing 42"
"ENSMUSG00000045917"	0.0308530530597195	0.963507723185547	0.0640251728523794	0.999744995548852	-0.0482904043915434	0.963728522693927	0.0689034335218484	0.805838752456799	"6330416G13Rik"	"RIKEN cDNA 6330416G13 gene"
"ENSMUSG00000045929"	-0.23806383643816	0.94842953094019	1.35406624163406	0.999744995548852	0.0179140031272871	0.99834401144297	-0.0799112432317925	0.972124392706341	"Gm20715"	""
