"Genes"	"logFC: 6M WT vs 2M WT"	"FDR: 6M WT vs 2M WT"	"logFC: 18M WT vs 6M WT"	"FDR: 18M WT vs 6M WT"	"logFC: 24M WT vs 18M WT"	"FDR: 24M WT vs 18M WT"	"logFC: 24M WT vs 2M WT"	"FDR: 24M WT vs 2M WT"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000056629"	0.236475635002676	0.0823457431795114	0.0488232230554317	0.933120263366144	0.0345338826461478	0.914071086732094	0.319832740704255	0.00712268659488428	"Fkbp2"	"FK506 binding protein 2"
"ENSMUSG00000056656"	-0.498805970345645	0.14774799229649	-0.32065754015219	0.673520221069864	-0.0509370987070234	0.942415215929991	-0.870400609204858	0.00116159024317055	"Apol8"	"apolipoprotein L 8"
"ENSMUSG00000056665"	0.0206579117581534	0.922338372261732	-0.0362794287962335	0.944066246090858	-0.119931890538259	0.489920900587965	-0.135553407576339	0.244106902484807	"Them6"	"thioesterase superfamily member 6"
"ENSMUSG00000056666"	-0.190166331319731	0.443460263650385	0.134100591223929	0.836142667366482	-0.201926184090663	0.515689936732639	-0.257991924186465	0.198385257420829	"Retsat"	"retinol saturase (all trans retinol 13,14 reductase)"
"ENSMUSG00000056673"	0.108807572592517	0.447623465348331	-0.0271875288302504	0.960298763155843	0.0669599388314704	0.765100909333487	0.148579982593737	0.20627674447586	"Kdm5d"	"lysine (K)-specific demethylase 5D"
"ENSMUSG00000056679"	0.0632712493691885	0.813795723948093	0.247653287916751	0.478745987890008	-0.20019871216095	0.441043803896338	0.11072582512499	0.576132135550718	"Gpr173"	"G-protein coupled receptor 173"
"ENSMUSG00000056687"	0.138698941050242	0.800334696949625	0.189075813029928	0.884605707487228	-0.164945282471002	0.830866231962808	0.162829471609168	0.712993157828768	"Gm11696"	""
"ENSMUSG00000056692"	0.171463607154144	0.0268048460590094	-0.122431160710746	0.449634353039589	0.144437968700171	0.14702463946683	0.193470415143569	0.00562026276056741	"D17Wsu92e"	"DNA segment, Chr 17, Wayne State University 92, expressed"
"ENSMUSG00000056698"	0.0338382434643847	0.895671126032709	0.0211902610591323	0.975276940202515	0.0579984992070753	0.861765420419655	0.113027003730592	0.509019733640452	"Elmod3"	"ELMO/CED-12 domain containing 3"
"ENSMUSG00000056708"	0.461144530950532	0.00989086797194857	-0.404349575058711	0.147365859811549	0.438966114572228	0.039908418826887	0.495761070464049	0.00260620629151804	"Ier5"	"immediate early response 5"
"ENSMUSG00000056718"	-0.932694502692639	0.0957922889352018	0.425392488181704	0.773127193682665	0.218813286870986	0.863165613584771	-0.288488727639949	0.715470187040143	"Gm13199"	""
"ENSMUSG00000056724"	-0.251538660539773	0.242537608648169	-0.0416276695953018	0.962381330009815	-0.111872961563233	0.747670173653608	-0.405039291698307	0.0178421667311583	"Nbeal2"	"neurobeachin-like 2"
"ENSMUSG00000056735"	0.256141376588074	0.639462919824332	-0.407876694013294	0.673520221069864	0.248796369956269	0.722449782212111	0.0970610525310484	0.861526541658426	"A930024E05Rik"	""
"ENSMUSG00000056737"	0.300621458576903	0.616380860809718	-0.505431257986701	0.594970347488058	-0.606663923798187	0.203445603688637	-0.811473723207985	0.0173940128024498	"Capg"	"capping protein (actin filament), gelsolin-like"
"ENSMUSG00000056738"	0.335390863610041	0.781387754163494	0.359853146484191	0.91109227895045	0.560532199000547	0.741299161291571	1.25577620909478	0.132146729348508	"A730036I17Rik"	""
"ENSMUSG00000056749"	0.345863190901159	0.273496297040548	-0.331296167538637	0.601830896727138	0.448166990566724	0.225855941421087	0.462734013929246	0.0844800619736516	"Nfil3"	"nuclear factor, interleukin 3, regulated"
"ENSMUSG00000056752"	-0.216872162652911	0.54952660971387	-0.117620720639373	0.912110186905982	0.0782986640221675	0.897970775828124	-0.256194219270116	0.38633550641551	"Dnah9"	"dynein, axonemal, heavy chain 9"
"ENSMUSG00000056753"	0.225319655956507	0.62808345617265	0.462355819554421	0.577500302826138	-0.308507496845894	0.649889652125405	0.379167978665034	0.306278563784705	"C330011M18Rik"	""
"ENSMUSG00000056755"	-0.161811736873944	0.124771190590987	0.0166590730317631	0.970783373206507	0.0978510603072479	0.53940157521896	-0.0473016035349333	0.712339650753445	"Grm7"	"glutamate receptor, metabotropic 7"
"ENSMUSG00000056763"	0.0893970370415284	0.6009367222044	-0.0170398173767731	0.977884167630927	0.0641371124376592	0.801167534674424	0.136494332102415	0.300615590092177	"Cspp1"	"centrosome and spindle pole associated protein 1"
"ENSMUSG00000056770"	0.0882814096466741	0.338374329401169	-0.11403723839872	0.478158113312536	-0.0393685166835827	0.799076657406231	-0.0651243454356282	0.451145790853026	"Setd3"	"SET domain containing 3"
"ENSMUSG00000056771"	-0.298691537283258	0.211925292143288	0.153452616271201	0.827199122196096	-0.167367345996703	0.653003902101829	-0.31260626700876	0.148757560571117	"Gm10010"	""
"ENSMUSG00000056812"	-0.0800325858251301	0.44312033984938	-0.00533254686560539	0.989870664893209	-0.00557041213060537	0.981988192014212	-0.0909355448213408	0.296302964729656	"St8sia3"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
"ENSMUSG00000056820"	0.0208481502934866	0.89327685924008	-0.0972174977273118	0.656358716369113	0.0368268070102709	0.843613522486575	-0.0395425404235543	0.720240999855835	"Tsnax"	"translin-associated factor X"
"ENSMUSG00000056832"	-0.0260708611128493	0.928905530188934	-0.0634389559371	0.918572448787056	0.260653823936974	0.230499536955453	0.171144006887024	0.335386945096339	"Ttc26"	"tetratricopeptide repeat domain 26"
"ENSMUSG00000056851"	-0.00566445314735016	0.9729302272953	-0.0802782376892603	0.743705963768474	-0.0135012981963775	0.95000223189917	-0.099443989032988	0.272830135185925	"Pcbp2"	"poly(rC) binding protein 2"
"ENSMUSG00000056854"	-0.110690609256422	0.718275794257106	-0.0402746551386608	0.965014469875284	0.33950876459542	0.218012864202058	0.188543500200337	0.427243676634167	"Pou3f4"	"POU domain, class 3, transcription factor 4"
"ENSMUSG00000056856"	-0.112812283091775	0.498404990113094	0.103896485872327	0.794574294047604	0.123727045508003	0.557962481334922	0.114811248288556	0.428551654555985	"Jakmip3"	""
"ENSMUSG00000056870"	0.293949840871811	0.29402266313835	-0.13969136764191	0.876068168952202	-0.0203536087904787	0.975708852214378	0.133904864439422	0.652143455132916	"Gulp1"	"GULP, engulfment adaptor PTB domain containing 1"
"ENSMUSG00000056880"	0.121811318640639	0.931787682289656	-0.159941260055463	0.963240345137602	-0.633952184175479	0.564743920999537	-0.672082125590303	0.36479760026491	"Gadl1"	"glutamate decarboxylase-like 1"
"ENSMUSG00000056888"	0.396482735328726	0.752668038829065	-0.0796223117313943	0.983384673852713	-0.528787080815954	0.712067878810037	-0.211926657218623	0.841855909004102	"Glipr1"	"GLI pathogenesis-related 1 (glioma)"
"ENSMUSG00000056895"	0.0167974802079853	0.978729587504302	0.171360322970285	0.892629748683507	0.474204617297802	0.378021674036611	0.662362420476072	0.0486932021055375	"Hist3h2ba"	"histone cluster 3, H2ba"
"ENSMUSG00000056899"	-0.692788687763223	0.0511240695608201	-0.130072150669241	0.917378236246351	0.205050170759974	0.735400141843053	-0.61781066767249	0.0808485047991017	"Immp2l"	"IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)"
"ENSMUSG00000056900"	-0.0936279951436243	0.580955556981347	0.082883128906268	0.842882434842901	0.0519314028023526	0.848787891290086	0.0411865365649963	0.808809262419124	"Usp13"	"ubiquitin specific peptidase 13 (isopeptidase T-3)"
"ENSMUSG00000056917"	0.132305428665461	0.56738699612928	0.109923446563682	0.855533426046423	-0.173450416649182	0.536901686247172	0.068778458579961	0.759808188553354	"Sipa1"	"signal-induced proliferation associated gene 1"
"ENSMUSG00000056919"	0.00570961704578401	0.98520712251968	-0.206063399747165	0.51589465275482	0.210667645813258	0.331897956301614	0.0103138631118767	0.968338355643513	"Cep162"	"centrosomal protein 162"
"ENSMUSG00000056938"	-0.0783782520209821	0.667212636035051	-0.0405045481707006	0.943472649021464	0.027553489983187	0.925750645694861	-0.0913293102084956	0.539005105493369	"Acbd4"	"acyl-Coenzyme A binding domain containing 4"
"ENSMUSG00000056941"	0.0262755353431841	0.905627984750867	-0.107498514283293	0.755951706974717	0.224791732084286	0.150584462517814	0.143568753144177	0.274857099236465	"Commd7"	"COMM domain containing 7"
"ENSMUSG00000056947"	0.136354769889025	0.835370909582738	-0.165933607241354	0.916041883920508	0.0906221325718311	0.921777570516039	0.0610432952195016	0.917040982235483	"Mab21l1"	"mab-21-like 1 (C. elegans)"
"ENSMUSG00000056952"	-0.0610456103728906	0.659300633771303	0.106448407108805	0.658759991931762	-0.0461120253015427	0.821423883864068	-0.000709228565628316	0.996729470151695	"Tatdn2"	"TatD DNase domain containing 2"
"ENSMUSG00000056962"	0.0939557966433897	0.759820973746387	0.0578045225105039	0.947162448272548	0.25931765336792	0.375369552512485	0.411077972521813	0.0218505869554585	"Jmjd6"	"jumonji domain containing 6"
"ENSMUSG00000056966"	0.566885642205945	2.75536556717228e-11	-0.147980381659039	0.544801473931229	0.0430819817252097	0.863124392977938	0.461987242272116	1.15513521072316e-07	"Gjc3"	"gap junction protein, gamma 3"
"ENSMUSG00000056972"	-0.0602055098260015	0.902845369047689	0.837844677326216	0.0133871498272856	-0.442878039752124	0.268500826408235	0.334761127748091	0.247871300876503	"Magel2"	"melanoma antigen, family L, 2"
"ENSMUSG00000056999"	0.359519174031333	0.21759971787641	0.61005266362285	0.093725151085768	-0.165854155687317	0.734781522261442	0.803717681966865	0.000232387796996333	"Ide"	"insulin degrading enzyme"
"ENSMUSG00000057054"	-0.265493710874047	0.615343414485963	0.0593422298736028	0.970783373206507	-0.418221507477223	0.438123028068301	-0.624372988477667	0.0754187567882852	"Inca1"	"inhibitor of CDK, cyclin A1 interacting protein 1"
"ENSMUSG00000057058"	-0.579654597970205	0.359850367860741	0.420305265625422	0.792999561036058	-0.336204619059064	0.733254756097916	-0.495553951403847	0.401579222131011	"Skap1"	"src family associated phosphoprotein 1"
"ENSMUSG00000057060"	-0.215729930076453	0.133099039113577	-0.0348629457499637	0.951473803804889	0.123595814385912	0.574172434889863	-0.126997061440504	0.402654905250041	"Slc35f3"	"solute carrier family 35, member F3"
"ENSMUSG00000057069"	-0.0601881329903153	0.801164541062586	-0.0081794114071795	0.990626881667461	0.120863437164026	0.634894356210987	0.0524958927665316	0.795061667755849	"Ero1lb"	"ERO1-like beta (S. cerevisiae)"
"ENSMUSG00000057093"	-0.120459785408174	0.512494962241179	-0.140441665205871	0.690315081713275	0.417550531417462	0.00425670126011096	0.156649080803417	0.327011632729855	"C030039L03Rik"	"RIKEN cDNA C030039L03 gene"
"ENSMUSG00000057098"	0.192261767067232	0.475007306398277	0.0549395111909878	0.954971129501847	-0.261030701997004	0.419534443791946	-0.0138294237387842	0.968338355643513	"Ebf1"	"early B cell factor 1"
"ENSMUSG00000057101"	-0.0270521221613279	0.902087360398743	-0.290554490776483	0.0802711830918797	0.324511662148933	0.010303104932469	0.00690504921112159	0.973528115637704	"Zfp180"	"zinc finger protein 180-like"
"ENSMUSG00000057103"	0.301254424640993	0.14496937094409	-0.0663063383665162	0.942195227913581	0.153823935582179	0.672664804716551	0.388772021856656	0.0350764980696345	"Cml1"	"camello-like 1"
"ENSMUSG00000057110"	-0.0706173211538814	0.746661209584876	0.147774446048724	0.685194249732514	-0.0531150247060452	0.868502476290876	0.0240421001887977	0.90941072394417	"Cntrl"	"centriolin"
"ENSMUSG00000057113"	-0.0689008040433663	0.679358718601306	0.0290645874868826	0.953363819358066	-0.00837836869368983	0.97920576784143	-0.0482145852501735	0.741748672890151	"Npm1"	"nucleophosmin 1"
"ENSMUSG00000057130"	0.173068564648027	0.50832135942248	-0.334644279104319	0.356674325695164	0.420346339106802	0.0744148925477008	0.25877062465051	0.218013525907876	"Txnl4a"	"thioredoxin-like 4A"
"ENSMUSG00000057132"	-0.239883733935006	0.783471289356054	1.13763102666804	0.272928276098225	0.408710078730052	0.802410941459914	1.30645737146308	0.0486594671104289	"Rpgrip1"	"retinitis pigmentosa GTPase regulator interacting protein 1"
"ENSMUSG00000057133"	-0.222141828878031	0.00608610907548396	-0.0524812776266663	0.864030043832136	0.0207672653240318	0.918222773221506	-0.253855841180665	0.000621937322901451	"Chd6"	"chromodomain helicase DNA binding protein 6"
"ENSMUSG00000057134"	0.180048871372685	0.0519088272462666	-0.113505045282904	0.592324605175613	0.154515129863874	0.212415536680488	0.221058955953655	0.00792119606087088	"Ado"	"2-aminoethanethiol (cysteamine) dioxygenase"
"ENSMUSG00000057137"	0.364583518251393	0.725904729619169	0.144017453089271	0.965200777943271	-0.421010872746388	0.749146652972214	0.0875900985942761	0.931357991177021	"Tmem140"	"transmembrane protein 140"
"ENSMUSG00000057143"	0.20818611169765	0.712930550963043	0.396099952896589	0.71469856171469	-0.696633915953752	0.163249898260834	-0.0923478513595125	0.859235529464745	"Trim12c"	"tripartite motif-containing 12C"
"ENSMUSG00000057147"	-0.184673042203626	0.242537608648169	0.12688936468626	0.745817373300005	0.0103533088850317	0.979959793815366	-0.0474303686323337	0.807788412791185	"Dph6"	"diphthamine biosynthesis 6"
"ENSMUSG00000057156"	0.0177879660161787	0.944962421901747	-0.048672162663878	0.933340896909818	0.0260642210540569	0.939502559482519	-0.00481997559364237	0.983317293742195	"Homez"	"homeodomain leucine zipper-encoding gene"
"ENSMUSG00000057176"	-0.0961700877274368	0.866342057206008	0.2236054937031	0.842882434842901	-0.361067157301292	0.485133764844217	-0.233631751325628	0.547040749813999	"Gm166"	"predicted gene 166"
"ENSMUSG00000057177"	0.0343291976751981	0.800334696949625	-0.0510440884377168	0.86174472928343	0.0849251123643447	0.521461617854945	0.068210221601826	0.471607280735477	"Gsk3a"	"glycogen synthase kinase 3 alpha"
"ENSMUSG00000057181"	-0.138571205994124	0.197441693134773	0.0724921393414923	0.820712838556357	-0.247393062591392	0.016102607907084	-0.313472129244024	8.87738745072532e-05	"5730455P16Rik"	"RIKEN cDNA 5730455P16 gene"
"ENSMUSG00000057182"	-0.109667521659133	0.32893008785702	0.128811989436877	0.530127574324498	-0.106456421899955	0.470408819781454	-0.087311954122211	0.405580211838509	"Scn3a"	"sodium channel, voltage-gated, type III, alpha"
"ENSMUSG00000057193"	0.01361208304759	0.945360487743155	-0.10458047136664	0.703509475987576	-0.0571170828635144	0.779108491372409	-0.148085471182565	0.153914577325518	"Slc44a2"	"solute carrier family 44, member 2"
"ENSMUSG00000057219"	-0.0964031881516839	0.777192655929371	-0.00577751084942329	0.994206957125599	0.0385029722803329	0.941253260999971	-0.0636777267207743	0.832076532766524	"Armc7"	"armadillo repeat containing 7"
"ENSMUSG00000057229"	0.0414138615754713	0.852757134484129	-0.0091661149648094	0.98926298020821	-0.0142853653903701	0.966999060715881	0.0179623812202918	0.928390154882704	"Atp5sl"	"ATP5S-like"
"ENSMUSG00000057230"	-0.245547892689271	0.00025015837288791	-0.0308515296428588	0.921383658040825	-0.0473514601910025	0.740765356454462	-0.323750882523132	1.12859451202641e-07	"Aak1"	"AP2 associated kinase 1"
"ENSMUSG00000057234"	0.238531447557953	0.58483451853468	0.0705019303597921	0.963240345137602	0.124830085383817	0.869108603486467	0.433863463301563	0.191567214021655	"Mettl15"	"methyltransferase like 15"
"ENSMUSG00000057236"	-0.0109474099291477	0.94041613842499	-0.00730291975911864	0.984251319985532	-0.0482699352183158	0.740765356454462	-0.0665202649065821	0.446199217625252	"Rbbp4"	"retinoblastoma binding protein 4"
"ENSMUSG00000057246"	-0.188867629676549	0.770347546236203	0.0447596036806336	0.98238512557471	-0.067100638823791	0.946441944922339	-0.211208664819706	0.677612769992012	"BC051142"	"cDNA sequence BC051142"
"ENSMUSG00000057265"	0.0190717943141371	0.969967733533079	-0.0365066892288848	0.977201404164843	0.248229261719803	0.576012892538326	0.230794366805056	0.447776101158294	"Ccdc176"	"coiled-coil domain containing 176"
"ENSMUSG00000057278"	0.101973046050579	0.886666109204429	0.254252212147059	0.867000047653957	0.495431860423091	0.519879446714347	0.851657118620729	0.0493589776432004	"Snrpg"	"small nuclear ribonucleoprotein polypeptide G"
"ENSMUSG00000057280"	-0.478684786055993	0.439316288946879	0.199733247602293	0.916786104887502	0.0555423903093677	0.965308539510165	-0.223409148144332	0.73669703585586	"Musk"	"muscle, skeletal, receptor tyrosine kinase"
"ENSMUSG00000057286"	0.0909709414948141	0.861008600470972	0.523350653906194	0.387663290674251	-0.528447820063429	0.214063717978075	0.0858737753375782	0.841046628027234	"St6galnac2"	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"ENSMUSG00000057315"	-0.0842715998060191	0.800334696949625	0.134493216486764	0.84615087730312	-0.33852205893616	0.202791002614366	-0.288300442255416	0.151359907299338	"Arhgap24"	"Rho GTPase activating protein 24"
"ENSMUSG00000057322"	0.258647669189279	0.27018360078317	-0.0296163862509465	0.976375796718905	-0.131873271300948	0.734654935539931	0.0971580116373844	0.706790260302111	"Rpl38"	"ribosomal protein L38"
"ENSMUSG00000057329"	0.14939708717135	0.400039156490303	-0.306117125531291	0.133349222201253	0.135555221562424	0.553339526052748	-0.0211648167975176	0.922062933995947	"Bcl2"	"B cell leukemia/lymphoma 2"
"ENSMUSG00000057335"	-0.0646964676751915	0.580334261322926	0.0554166943035419	0.849239097263756	0.0296421848227394	0.879976599686958	0.0203624114510897	0.869564238868567	"Cep170"	"centrosomal protein 170"
"ENSMUSG00000057337"	0.870205967856968	0.000158861974184276	0.0949766308622251	0.94646359211244	0.567882169207563	0.20292956701138	1.53306476792676	5.82400029567545e-11	"Chst3"	"carbohydrate (chondroitin 6/keratan) sulfotransferase 3"
"ENSMUSG00000057342"	0.30410517377679	0.121608955587594	-0.29316862081386	0.426012209628953	0.229989991176485	0.4077810125442	0.240926544139415	0.201933119347486	"Sphk2"	"sphingosine kinase 2"
"ENSMUSG00000057359"	-0.437224852168036	0.835685377786644	0.254166310936396	0.964405945084921	-0.810005471083384	0.705028916635354	-0.993064012315024	0.462471307932314	"Gm17494"	""
"ENSMUSG00000057363"	-0.113627844600511	0.397607494484176	0.0654152475534168	0.866027646671764	-0.034734203339973	0.891228043841296	-0.0829468003870671	0.520849994150476	"Uxs1"	"UDP-glucuronate decarboxylase 1"
"ENSMUSG00000057367"	0.0479896377214343	0.78517064792355	-0.141053021689991	0.551350127664586	0.252320709504459	0.0439726390376135	0.159257325535902	0.152500623917085	"Birc2"	"baculoviral IAP repeat-containing 2"
"ENSMUSG00000057375"	-0.101512005866727	0.6439219625424	-0.0249864183199978	0.970783373206507	0.0560892881913125	0.870248803400937	-0.0704091359954122	0.72155284491601	"Yipf1"	"Yip1 domain family, member 1"
"ENSMUSG00000057378"	-0.097331664742483	0.563018421734991	-0.0592190869793441	0.904776927289181	0.204950064589812	0.205781938690277	0.0483993128679846	0.766819447095839	"Ryr3"	"ryanodine receptor 3"
"ENSMUSG00000057388"	0.191994415237299	0.364428673209128	-0.131328606246179	0.821072726569364	0.0988902898896991	0.77672519456968	0.159556098880819	0.41405315524332	"Mrpl18"	"mitochondrial ribosomal protein L18"
"ENSMUSG00000057396"	-0.244043637364669	0.455646652648281	-0.0592706737108737	0.9605793820988	0.186908406041168	0.681697014956109	-0.116405905034375	0.730860412328142	"Zfp759"	"zinc finger protein 759"
"ENSMUSG00000057406"	0.0271137355396995	0.868599242702571	0.0146301070414787	0.972674111221797	0.0604958731940091	0.731441085589368	0.102239715775187	0.301012351545711	"Whsc1"	"Wolf-Hirschhorn syndrome candidate 1 (human)"
"ENSMUSG00000057409"	-0.179655506806981	0.674517548823996	0.195111732656946	0.842259982521981	-0.616747588571169	0.0539221742268771	-0.601291362721204	0.0182231858015892	"Zfp53"	"zinc finger protein 53"
"ENSMUSG00000057411"	0.00189494962474823	0.993627725822139	-0.0503752474273464	0.91412747517969	0.033259011355284	0.90338501686163	-0.0152212864473142	0.932990011728393	"Fam173a"	"family with sequence similarity 173, member A"
"ENSMUSG00000057421"	-0.0850823517010659	0.626398029383151	0.013724427010959	0.98238512557471	-0.173522387312428	0.316656949072543	-0.244880312002535	0.0307897507428782	"Las1l"	"LAS1-like (S. cerevisiae)"
"ENSMUSG00000057440"	-0.118017859821376	0.667212636035051	0.0491602373728633	0.951595330085657	-0.158349094203521	0.61657525696221	-0.227206716652033	0.244365831588649	"Mpp7"	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
"ENSMUSG00000057455"	-0.0596995511927455	0.69191501815055	-0.0514321059838294	0.889004899890626	-0.0799759954780366	0.639262105224948	-0.191107652654612	0.0399742304552395	"Rit2"	"Ras-like without CAAX 2"
"ENSMUSG00000057457"	0.0827502417565778	0.937422735921621	0.0928130785500829	0.970783373206507	-0.288603083760596	0.801827420726988	-0.113039763453935	0.890160201702101	"Phex"	"phosphate regulating endopeptidase homolog, X-linked"
"ENSMUSG00000057469"	0.0407298704003041	0.850844554001019	-0.21531357270769	0.347171480223641	0.292929209569296	0.0422757158545022	0.11834550726191	0.410532030700599	"E2f6"	"E2F transcription factor 6"
"ENSMUSG00000057497"	0.113365276008305	0.593961197772604	0.0306441759833264	0.965200777943271	-0.0820699740249645	0.797480835570598	0.0619394779666669	0.762286503779946	"Fam136a"	"family with sequence similarity 136, member A"
"ENSMUSG00000057506"	0.299884015314467	0.490587018014932	-0.103083278300063	0.947162448272548	0.217702823002226	0.745867359474133	0.41450356001663	0.251715698966052	"Bloc1s2"	"biogenesis of lysosomal organelles complex-1, subunit 2"
"ENSMUSG00000057522"	0.283170598897108	0.000185541921383601	-0.0946527492265007	0.681732910298584	0.096746649547396	0.477683753147129	0.285264499218003	8.84949256663526e-05	"Spop"	"speckle-type POZ protein"
"ENSMUSG00000057530"	0.203376627403872	0.0684222030018893	0.0956727086416303	0.779999649451787	-0.0552041115442808	0.812694927475844	0.243845224501221	0.0146758187174316	"Ece1"	"endothelin converting enzyme 1"
"ENSMUSG00000057531"	0.187496631585922	0.0871135298833927	-0.151077030092654	0.499129429031977	0.0298562656567655	0.90439686151864	0.0662758671500333	0.606291205530719	"Dtnbp1"	"dystrobrevin binding protein 1"
"ENSMUSG00000057541"	0.0300248490962792	0.918622476728525	0.134681555963629	0.783295268287658	-0.0236883620518739	0.953788124229809	0.141018043008035	0.431720853344434	"Pus7"	"pseudouridylate synthase 7 homolog (S. cerevisiae)"
"ENSMUSG00000057551"	-0.209727370832672	0.190650682402837	-0.0189356735685438	0.978570947667845	0.00187001903289377	0.997384678334846	-0.226793025368322	0.115014998939359	"Zfp317"	"zinc finger protein 317"
"ENSMUSG00000057554"	-0.141697554739978	0.41629003034619	0.0176674465908252	0.979651294824383	-0.152815779100838	0.474400998324054	-0.276845887249991	0.0317476119337006	"Lgals8"	"lectin, galactose binding, soluble 8"
"ENSMUSG00000057561"	-0.038066946805987	0.805440638980056	0.0604196666858981	0.850760260721834	-0.0323804566614242	0.884009878928338	-0.0100277367815131	0.947043523480193	"Eif1a"	"eukaryotic translation initiation factor 1A"
"ENSMUSG00000057572"	-0.17894688905321	0.609957512226509	0.168413867350425	0.842882434842901	-0.0490509405160501	0.938474631181576	-0.0595839622188345	0.873743297828987	"Zbtb8os"	"zinc finger and BTB domain containing 8 opposite strand"
"ENSMUSG00000057594"	-0.0183412779962567	0.953677686057448	0.0386160735634091	0.960517563521505	-0.130432789693241	0.642617256292373	-0.110157994126088	0.571960463719849	"Arl16"	"ADP-ribosylation factor-like 16"
"ENSMUSG00000057596"	0.733625696858179	0.128906192638181	-0.479206358083506	0.694797403229111	-0.454980220095531	0.489920900587965	-0.200560881320857	0.70111087706242	"Trim30d"	"tripartite motif-containing 30D"
"ENSMUSG00000057604"	0.246778745213801	0.596128110324827	0.0139779271650666	0.992635151105492	-0.0404570788334198	0.962953289990954	0.220299593545448	0.587451941211358	"Lmcd1"	"LIM and cysteine-rich domains 1"
"ENSMUSG00000057606"	1.20800859936374	0.028576060763601	-0.736091128541301	0.594970347488058	0.58417972075901	0.554851815333035	1.05609719158145	0.0491004583834038	"Colq"	"collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase"
"ENSMUSG00000057614"	-0.082422825755469	0.422511746731302	-0.00822106149520997	0.983378199155723	-0.0281433952251594	0.880792401396818	-0.118787282475838	0.142124827113587	"Gnai1"	"guanine nucleotide binding protein (G protein), alpha inhibiting 1"
"ENSMUSG00000057615"	-0.178680112188062	0.826847381423418	0.327838606878797	0.845278316551826	-0.416335496938687	0.621330206619789	-0.267177002247951	0.657174616846635	"Ldoc1"	"leucine zipper, down-regulated in cancer 1"
"ENSMUSG00000057637"	-0.0588838504481322	0.774983341668765	-0.114365488840632	0.755951706974717	0.290281673837026	0.0450939821570121	0.117032334548262	0.411187702233172	"Prdm2"	"PR domain containing 2, with ZNF domain"
"ENSMUSG00000057649"	0.00116424062622746	0.994799965198335	-0.035817422685256	0.923468410583144	0.1582390487113	0.190528899187444	0.123585866652271	0.191447851350035	"Brd9"	"bromodomain containing 9"
"ENSMUSG00000057666"	-0.0769449190165061	0.518662212237802	-0.0159043623702495	0.968995869478505	-0.0619864015941229	0.707573155554019	-0.154835682980878	0.0762212117141293	"Gapdh"	"predicted gene, 20899"
"ENSMUSG00000057667"	-0.100966927064553	0.753609672970535	-0.0181599513354546	0.985727981375353	0.128350061946889	0.742221675084814	0.00922318354688134	0.980148421409053	"Bloc1s3"	"biogenesis of lysosomal organelles complex-1, subunit 3"
"ENSMUSG00000057672"	0.0753083264513123	0.768417062984139	0.0066909794835905	0.992480247052471	0.0905777408482132	0.775533800627826	0.172577046783116	0.312297628388102	"Pkn1"	"protein kinase N1"
"ENSMUSG00000057691"	0.0143905444245185	0.954783883000837	-0.0332276597653488	0.955510220309479	-0.113278079014532	0.610087932705021	-0.132115194355363	0.353505640151171	"Zfp746"	"zinc finger protein 746"
"ENSMUSG00000057706"	-0.0042688847529358	0.988790527948005	-0.126425332487239	0.79493790183772	0.240864476386103	0.275247774758554	0.110170259145929	0.57382990584773	"Mex3b"	"mex3 homolog B (C. elegans)"
"ENSMUSG00000057715"	-0.198076190855523	0.0250207587812504	-0.0927257949403346	0.693804644749641	0.117658135218012	0.375589097736688	-0.173143850577846	0.0420857152472843	"A830018L16Rik"	"RIKEN cDNA A830018L16 gene"
"ENSMUSG00000057716"	-0.046148955440686	0.782070765606846	0.0303801057957462	0.947630449690994	0.0614737295356066	0.752336720860728	0.0457048798906668	0.729162226368987	"Tmem178b"	"transmembrane protein 178B"
"ENSMUSG00000057719"	0.406101874983705	0.0268456906515682	-0.286856359553768	0.465365588911749	0.230741632600202	0.432644098585063	0.349987148030139	0.0519531243344977	"Sh3rf2"	"SH3 domain containing ring finger 2"
"ENSMUSG00000057722"	0.40791051700677	0.131448871657195	-0.0551553207015161	0.964405945084921	-0.139055233901407	0.792950256046349	0.213699962403847	0.453317529916137	"Lepr"	"leptin receptor"
"ENSMUSG00000057729"	0.220711366568082	0.852423317560139	-0.161283103014124	0.961616031285105	-0.299546091461782	0.835356355769277	-0.240117827907824	0.78913559970847	"Prtn3"	"proteinase 3"
"ENSMUSG00000057738"	-0.0877853625694273	0.162622755200941	0.0232355183518855	0.920934750588198	-0.0301244848336147	0.791610624385813	-0.0946743290511565	0.0848791667503951	"Sptan1"	"spectrin alpha, non-erythrocytic 1"
"ENSMUSG00000057751"	-0.269000971943037	0.469425801451544	0.41980460320393	0.499129429031977	-0.299150158098035	0.5264221200609	-0.148346526837142	0.687715673092436	"Megf6"	"multiple EGF-like-domains 6"
