"Genes"	"logFC: 6M HET vs 2M HET"	"FDR: 6M HET vs 2M HET"	"logFC: 18M HET vs 6M HET"	"FDR: 18M HET vs 6M HET"	"logFC: 24M HET vs 18M HET"	"FDR: 24M HET vs 18M HET"	"logFC: 24M HET vs 2M HET"	"FDR: 24M HET vs 2M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000075511"	0.208698687194982	0.77866818262236	0.0405774576439107	0.979503576752593	0.0196690205959226	0.979706988575571	0.268945165434815	0.549232587336102	"1700001L05Rik"	""
"ENSMUSG00000075514"	-0.143719812619443	0.784007109200009	0.173564221734289	0.802784811758606	-0.433741732510177	0.143195962018112	-0.403897323395331	0.1096725693449	"Gm13375"	""
"ENSMUSG00000075528"	-0.47639937617784	0.495014840255393	0.240581890807273	0.840372804507218	-0.24944132815683	0.717216049991111	-0.485258813527397	0.329993529257306	"Aarsd1"	"alanyl-tRNA synthetase domain containing 1"
"ENSMUSG00000075555"	-0.105029228924355	0.926107905762373	-0.241249787294281	0.847990852298392	0.0994132781772558	0.90325991766641	-0.246865738041381	0.671255170292867	"Gm10863"	""
"ENSMUSG00000075569"	0.229734276753587	0.569612808385949	-0.078129841296663	0.9273778376707	-0.62024541692028	0.0110926559242915	-0.468640981463356	0.0319286804616523	"Rsph10b"	"postmeiotic segregation increased 2 (S. cerevisiae)"
"ENSMUSG00000075576"	0.387952193295961	0.635261271740429	-0.244468190635477	0.860132879429207	0.563176180458104	0.403464979249841	0.706660183118588	0.172372487535656	"Gm12359"	""
"ENSMUSG00000075585"	0.233740586717455	0.066102711967465	-0.0339622102028683	0.930957051265972	0.0917735692379328	0.585126091694151	0.291551945752519	0.00516691799442712	"6330403L08Rik"	""
"ENSMUSG00000075590"	-0.0275206495906819	0.867797900981074	0.0540212850981412	0.770447956380122	-0.146795614060446	0.0741378230579349	-0.120294978552987	0.0938398717724413	"Nrbp2"	"nuclear receptor binding protein 2"
"ENSMUSG00000075592"	-0.0412502412180662	0.934576801333563	0.0163842827297428	0.98727827776215	-0.205067957011256	0.452882807223827	-0.229933915499579	0.295537002598572	"Nynrin"	"NYN domain and retroviral integrase containing"
"ENSMUSG00000075595"	0.0678536912208575	0.697507981705798	0.0691004044972024	0.781196350521753	-0.00887489228487678	0.963404091742853	0.128079203433183	0.197917172713742	"Zfp652"	"zinc finger protein 652"
"ENSMUSG00000075600"	0.110548067388996	0.911216179490302	-0.387545256044895	0.660461377225239	0.231195879216386	0.708282013838913	-0.0458013094395132	0.938065018217082	"Zc3h3"	"zinc finger CCCH type containing 3"
"ENSMUSG00000075602"	0.408761858371264	0.251986681957758	-0.354741606258165	0.474727370648117	-0.255916088560702	0.464539291414079	-0.201895836447603	0.496268137633742	"Ly6a"	"lymphocyte antigen 6 complex, locus A"
"ENSMUSG00000075700"	0.0391994660535338	0.824251859147974	0.025387012902768	0.929951858241007	0.0940531463428018	0.38750352314666	0.158639625299104	0.0458127385745269	"Selt"	"selenoprotein T"
"ENSMUSG00000075701"	0.0896509328540956	0.745634995083225	0.0824375829401348	0.837898944452134	-0.175649320493687	0.344237611175147	-0.00356080469945692	0.987723686435046	"Vimp"	"VCP-interacting membrane protein"
"ENSMUSG00000075702"	-0.0725085692688372	0.756620637846569	-0.0489521373767393	0.895095984075058	-0.22679476807627	0.0885404567616372	-0.348255474721847	0.000881674254230058	"Selm"	"selenoprotein M"
"ENSMUSG00000075703"	0.0317129798111278	0.886569659089042	0.0145223741076485	0.970223845128563	0.154531226122317	0.196417859410177	0.200766580041093	0.0327937627833885	"Ept1"	"ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)"
"ENSMUSG00000075705"	-0.137933409076997	0.694486912316612	-0.205245726938428	0.594278980619166	-0.108946315728225	0.695950022832757	-0.452125451743649	0.00882714582301497	"Msrb1"	"methionine sulfoxide reductase B1"
"ENSMUSG00000075706"	-0.0424566201869108	0.891684792395225	0.0840174489774043	0.824044856065767	-0.183707752893295	0.276636267086238	-0.142146924102802	0.33449740957791	"Gpx4"	"glutathione peroxidase 4"
"ENSMUSG00000075707"	0.616506852504947	0.328873804240428	0.0544630960408284	0.977950750495307	0.0933463192024593	0.918076507327424	0.764316267748235	0.0952002776358533	"Dio3"	"deiodinase, iodothyronine type III"
"ENSMUSG00000076269"	-0.441473762252109	0.642645788252231	-0.188985447539507	0.911490747626171	0.611659039651571	0.393280559861096	-0.0188001701400443	0.984502559169388	"Mir374b"	""
"ENSMUSG00000076431"	0.922583148265642	5.10794329473566e-06	-0.165587279605205	0.80586115488484	0.135053044993912	0.738507809280661	0.892048913654349	4.51532229076868e-06	"Sox4"	"SRY (sex determining region Y)-box 4"
"ENSMUSG00000076432"	-0.0422313773534874	0.858540974578335	0.0644305477586726	0.827960387742162	0.144472773030097	0.285793747849464	0.166671943435282	0.123542128040294	"Ywhaq"	"CDK5 regulatory subunit associated protein 2"
"ENSMUSG00000076434"	-0.387050294081849	0.728778133033125	0.723343648289595	0.555870841635198	-0.820999371198902	0.291216259950342	-0.484706016991155	0.475078674690431	"Wfdc3"	"WAP four-disulfide core domain 3"
"ENSMUSG00000076435"	-0.113637938958317	0.810895505755936	-0.0171192343763836	0.98727827776215	-0.188904060471481	0.536693017882594	-0.319661233806182	0.15364843239114	"Acsf2"	"acyl-CoA synthetase family member 2"
"ENSMUSG00000076437"	-0.0209468707236771	0.962481306013274	-0.0556049102675858	0.917426333350827	-0.0421417878019594	0.887702178593459	-0.118693568793222	0.545606120831738	"2700094K13Rik"	"RIKEN cDNA 2700094K13 gene"
"ENSMUSG00000076439"	0.749003024472654	1.42236404342151e-17	0.172205485675916	0.376368456754174	-0.19600713974122	0.14347786304116	0.72520137040735	6.68175077162748e-17	"Mog"	"myelin oligodendrocyte glycoprotein"
"ENSMUSG00000076441"	-0.276682395736355	0.277467100423229	-0.209409967061797	0.552026063582157	-0.308208921432886	0.113454202361218	-0.794301284231038	8.15030313927726e-08	"Ass1"	"argininosuccinate synthetase 1"
"ENSMUSG00000076498"	0.0137292242575948	0.989257875396301	0.261947314913526	0.763432257551148	-0.128105754759872	0.837618828074468	0.147570784411249	0.749592258900969	"Trbc2"	""
"ENSMUSG00000076609"	0.0715250655536048	0.983716279335045	-0.579682166959945	0.866340745308291	-0.634739700719476	0.697459295585273	-1.14289680212582	0.344055167234174	"Igkc"	""
"ENSMUSG00000076612"	-0.3273491103134	0.628989380333356	-0.284717836235967	0.754374857632566	-0.0820729824289027	0.900803090085947	-0.694139928978269	0.0625108062025368	"Ighg2c"	""
"ENSMUSG00000076617"	-0.456448234024321	0.187269483417429	-0.18188833059769	0.799545395838016	0.473693405509071	0.129875288013503	-0.16464315911294	0.620485488585854	"Ighm"	""
"ENSMUSG00000077167"	-0.21323591241056	0.841802590631443	0.379808980159805	0.761086579573535	-0.823573767307669	0.138490189396	-0.657000699558424	0.16812684489629	"Gm24119"	""
"ENSMUSG00000077212"	0.0721474383830724	0.960920873394457	0.82100886413873	0.490550206547609	-0.854463149134712	0.285974933800861	0.0386931533870909	0.962994799372383	"Snord69"	""
"ENSMUSG00000077450"	0.0179429393612545	0.945858869006465	0.00990180341009689	0.982817780267555	0.0931009704906573	0.547320275967765	0.120945713262009	0.302735349855275	"Rab11b"	"RAB11B, member RAS oncogene family"
"ENSMUSG00000077493"	-0.0107341780174401	0.991140952881792	-0.203508180476446	0.809172147451549	0.758202191398624	0.043477324408293	0.543959832904738	0.119245185260865	"Snord91a"	""
"ENSMUSG00000077637"	-0.134975676346601	0.864841984353375	-0.022992935602356	0.988191493925523	0.259189240973726	0.629610805768799	0.101220629024769	0.840698311664045	"Gm22771"	""
"ENSMUSG00000078117"	-0.281397647449153	0.194807144864321	0.194469211365997	0.562975278743455	-0.184912143757857	0.405809645975735	-0.271840579841013	0.109184357438623	"Gm16485"	""
"ENSMUSG00000078129"	0.43674434156416	0.524291059311236	-0.132491302934784	0.930957051265972	0.195690691691915	0.793618161194002	0.49994373032129	0.287555031006781	"Actl10"	"actin-like 10"
"ENSMUSG00000078137"	0.0421229516733785	0.884954055087946	0.0167667169962986	0.973829144335137	0.197955657368393	0.203814084834454	0.25684532603807	0.036196302735154	"Ankrd63"	"ankyrin repeat domain 63"
"ENSMUSG00000078153"	0.299748373547452	0.880751800295186	-1.49034679046584	0.151012127038907	1.16403214349055	0.179703941515263	-0.0265662734278322	0.984627275505678	"Psme2b"	"protease (prosome, macropain) activator subunit 2B"
"ENSMUSG00000078157"	0.606488817615554	0.67402325907631	0.962410864938179	0.636799915847067	-0.792494930363122	0.565168502816863	0.776404752190611	0.399364499757174	"4931440F15Rik"	"RIKEN cDNA 4931440F15 gene"
"ENSMUSG00000078160"	0.990573147763143	0.260869163818538	-0.199324256614373	0.935461654497643	1.16568691156711	0.245664622554223	1.95693580271588	0.00449883035340299	"Gm16503"	""
"ENSMUSG00000078161"	-0.0717465639327894	0.729676074232651	0.0165309710175603	0.969129741133542	0.202153462170729	0.127198992475844	0.1469378692555	0.220549683074356	"Erich3"	"glutamate rich 3"
"ENSMUSG00000078185"	0.373660604832224	0.267169287229286	-0.245539355188146	0.660496997353382	0.475414242724163	0.122078037553665	0.603535492368241	0.0129905754402543	"Chml"	"choroideremia-like"
"ENSMUSG00000078201"	-0.117482174206359	0.893634860829128	0.134700703009291	0.914325766179708	-0.0918698240175804	0.89837096023012	-0.0746512952146487	0.891849962197513	"Tmem203"	"transmembrane protein 203"
"ENSMUSG00000078202"	-0.0807704216568162	0.881944815899203	0.433735686755462	0.227849190208484	0.152046865366446	0.692330441375924	0.505012130465092	0.0295500282762513	"Nrarp"	"Notch-regulated ankyrin repeat protein"
"ENSMUSG00000078234"	0.346713666136111	0.184200801301417	-0.213750583443641	0.635811075230454	0.125621853719662	0.691322784350802	0.258584936412131	0.225016856016681	"Klhdc7a"	"kelch domain containing 7A"
"ENSMUSG00000078235"	-0.0303443044696577	0.956256985987053	-0.0832219557562795	0.9054671813447	0.296965549177564	0.286912453917957	0.183399288951627	0.473529136672043	"Fam43b"	"family with sequence similarity 43, member B"
"ENSMUSG00000078247"	0.311095998631819	0.810895505755936	-0.676357467797712	0.56485515622036	-0.181283758893718	0.845372940328426	-0.546545228059612	0.373174018882455	"Airn"	""
"ENSMUSG00000078302"	-0.128346112816295	0.925980579953418	0.508100418681334	0.714543421075851	-0.652964787653644	0.395139256443849	-0.273210481788605	0.702511656340461	"Foxd1"	"forkhead box D1"
"ENSMUSG00000078307"	0.080327862889419	0.676505490361214	0.0884732768665727	0.735443732382365	0.117847418313669	0.405809645975735	0.28664855806966	0.00298275811828899	"AI593442"	"expressed sequence AI593442"
"ENSMUSG00000078317"	0.298708967851149	0.226874243707209	-0.092826083624569	0.87035344319239	-0.077719408343805	0.809319153767452	0.128163475882775	0.563121869845706	"F8a"	"factor 8-associated gene A"
"ENSMUSG00000078348"	-0.0730055590738166	0.805064198091314	0.0160031421493028	0.97765249340555	-0.0369520334393087	0.883892778982439	-0.0939544503638225	0.579646331177045	"Sf3b5"	"splicing factor 3b, subunit 5"
"ENSMUSG00000078349"	-0.113494101982277	0.881484182223243	-0.0842135617622043	0.940594368641891	-0.0270622730316142	0.966455910050293	-0.224769936776096	0.569601915908195	"AW011738"	""
"ENSMUSG00000078350"	0.171644737566501	0.566410542896455	-0.191306057900768	0.626119792527129	-0.319940771177221	0.105783988465912	-0.339602091511489	0.0404640677587949	"Smim1"	"small integral membrane protein 1"
"ENSMUSG00000078427"	0.114285078061978	0.818075690921737	-0.00658652579507022	0.995403509114348	-0.0440754937179345	0.922172202313802	0.0636230585489736	0.843611423320107	"Sarnp"	"SAP domain containing ribonucleoprotein"
"ENSMUSG00000078429"	0.140829951245944	0.187443532109751	-0.0327216539119742	0.900953864772843	-0.133946947621767	0.177495714233593	-0.0258386502877971	0.818042843855489	"Ctdsp2"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
"ENSMUSG00000078435"	0.0216795687136124	0.983014169617733	0.0260061558191838	0.98727827776215	0.0723066019236087	0.910928848882648	0.119992326456405	0.796504564046987	"AU041133"	"expressed sequence AU041133"
"ENSMUSG00000078439"	-0.375832622606686	0.75245078677635	-0.77568012879526	0.360773335760112	0.78037983298112	0.216785162541153	-0.371132918420827	0.633655124903158	"Smim24"	"small integral membrane protein 24"
"ENSMUSG00000078440"	0.000757118606187629	0.997507187016469	0.0173978988802397	0.971664397316613	-0.056369991397476	0.784437100141237	-0.0382149739110487	0.821115572294046	"Dohh"	"deoxyhypusine hydroxylase/monooxygenase"
"ENSMUSG00000078451"	0.39297953965718	0.387920058707421	0.0785535455566783	0.950037834940011	-0.194823536259925	0.708654665091329	0.276709548953933	0.435147607778871	"Ppil6"	"peptidylprolyl isomerase (cyclophilin)-like 6"
"ENSMUSG00000078453"	-0.196060420029485	0.729815818121485	-0.142313624420657	0.868330193525042	0.0829861890072414	0.873494360573715	-0.2553878554429	0.456667715093875	"Abracl"	"ABRA C-terminal like"
"ENSMUSG00000078484"	-0.0973684952441577	0.519738051356443	0.103941518271279	0.608435319200185	0.030943490554422	0.85976721049747	0.0375165135815437	0.773452390025252	"Klhl17"	"kelch-like 17"
"ENSMUSG00000078485"	-0.0163230223618014	0.97853102777892	-0.0471772936398184	0.945919360432237	0.0468130991208795	0.898157950213972	-0.0166872168807403	0.954204758156395	"Plekhn1"	"pleckstrin homology domain containing, family N member 1"
"ENSMUSG00000078486"	-0.0071782140270697	0.992929911074048	-0.237689100915993	0.694663852520919	-0.349705932002974	0.250503056393967	-0.594573246946037	0.0120561959162095	"Perm1"	"PPARGC1 and ESRR induced regulator, muscle 1"
"ENSMUSG00000078490"	0.0756698870907838	0.829562248342478	-0.0478977759585905	0.934790252787646	-0.0616864694314742	0.826100386600719	-0.0339143582992809	0.883018220074245	"Cfap74"	"cilia and flagella associated protein 74"
"ENSMUSG00000078495"	0.126318205617918	0.891605201809008	1.0121340348418	0.0989342183699741	-0.534582419970489	0.430511432105411	0.603869820489233	0.183364137167209	"Gm13157"	"predicted gene 13157"
"ENSMUSG00000078496"	-0.219510926925701	0.864444638724833	-0.0769635698189987	0.970839552164292	0.532836458143718	0.517429892809906	0.236361961399019	0.772934354659072	"Gm13152"	"predicted gene 13152"
"ENSMUSG00000078515"	-0.0503278704862529	0.822097334881513	-0.0914657231149662	0.705018233525614	0.183822216379272	0.131640563260675	0.0420286227780534	0.761167878375758	"Ddi2"	"DNA-damage inducible protein 2"
"ENSMUSG00000078517"	-0.00199040461327047	0.992929911074048	0.00807234970125363	0.979990036747838	-0.119068222332054	0.209227649879862	-0.112986277244071	0.157123210725532	"Emc1"	"ER membrane protein complex subunit 1"
"ENSMUSG00000078519"	-0.249621386073834	0.882526382284669	-0.400935774336164	0.827960387742162	-0.747085600979196	0.296009870778889	-1.39764276138919	0.0173180128634648	"2310026L22Rik"	""
"ENSMUSG00000078532"	0.122139345179646	0.596639547114117	-0.0713010583452091	0.859360439480058	-0.0336419154114507	0.895453753866975	0.0171963714229858	0.929924397481231	"Nkain1"	"Na+/K+ transporting ATPase interacting 1"
"ENSMUSG00000078546"	0.00703094158864767	0.993671355422129	0.175358544703179	0.848605217322183	-0.0300155246234333	0.963803932967613	0.152373961668394	0.717569312380232	"2210404O09Rik"	"RIKEN cDNA 2210404O09 gene"
"ENSMUSG00000078552"	-0.117576819027365	0.852520722915495	-0.0882685729780978	0.924509725415548	0.354261082952034	0.344460116588272	0.148415690946571	0.698547550690776	"Dcdc2b"	"doublecortin domain containing 2b"
"ENSMUSG00000078566"	-0.241084722640589	0.0633484996245472	0.0809674426885823	0.77591272267347	-0.0755201880852316	0.657296641827372	-0.235637468037239	0.0299893417224932	"Bnip3"	"BCL2/adenovirus E1B interacting protein 3"
"ENSMUSG00000078570"	0.0282665887018327	0.975371836771756	0.186439863346534	0.833045301191756	-0.323970162904045	0.440784370518922	-0.109263710855679	0.79236898009687	"1110065P20Rik"	"RIKEN cDNA 1110065P20 gene"
"ENSMUSG00000078572"	0.0895910255026657	0.851909199797119	0.166192223087612	0.768255312320628	0.0896469095733166	0.824382884581756	0.345430158163594	0.136335342804007	"1810043H04Rik"	"RIKEN cDNA 1810043H04 gene"
"ENSMUSG00000078578"	-0.10297567156778	0.426192691970818	0.0343886632181531	0.899166935491677	0.12367911798944	0.253439547524327	0.0550921096398134	0.606116202581504	"Ube2d3"	"ubiquitin-conjugating enzyme E2D 3"
"ENSMUSG00000078580"	0.16421176769844	0.793011253352601	-0.0239807612545738	0.98727827776215	-0.128265334716295	0.802640029416219	0.0119656717275706	0.979642005552129	"E430018J23Rik"	"zinc finger protein 764-like"
"ENSMUSG00000078584"	0.142028211441547	0.419315693546269	-0.0163096165288239	0.97295218552198	0.0474160538353583	0.818600043751618	0.173134648748081	0.159068953315267	"AU022252"	"expressed sequence AU022252"
"ENSMUSG00000078591"	0.005200249341109	0.986743384382474	0.0704664302118268	0.808427161392614	0.0901122544253196	0.558988746030742	0.165778933978255	0.124738812084031	"Hs3st4"	"heparan sulfate (glucosamine) 3-O-sulfotransferase 4"
"ENSMUSG00000078601"	0.585901651429326	0.774709426848897	0.102934582234077	0.982590233707606	0.253552801611083	0.90494073363291	0.942389035274486	0.43989088156251	"Gm12525"	""
"ENSMUSG00000078607"	-0.368324598915275	0.544792108383403	-0.145810899871203	0.893525531641237	-0.351492756198229	0.425613996504303	-0.865628254984707	0.0086521745395787	"1810010H24Rik"	""
"ENSMUSG00000078612"	0.0190090361346421	0.985439635105569	-0.00718237096872581	0.997004945044601	-0.36361232217795	0.440860444776292	-0.351785657012034	0.36559549465986	"1700024P16Rik"	"RIKEN cDNA 1700024P16 gene"
"ENSMUSG00000078619"	0.137625228234704	0.557708713123572	0.045553450289237	0.929003991390784	-0.192391515171879	0.296346425030037	-0.00921283664793826	0.965125487616383	"Smarcd2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"ENSMUSG00000078622"	-0.148464094306943	0.139039916090043	0.00553865294322962	0.98810906857503	-0.0913558338105585	0.384426456583564	-0.234281275174272	0.0011638855276015	"Ccdc47"	"coiled-coil domain containing 47"
"ENSMUSG00000078627"	-0.0910694507055969	0.922909748503152	0.328734694863514	0.730137989393431	-0.130808551244933	0.861833731422893	0.106856692912984	0.848060542840732	"March10"	"membrane-associated ring finger (C3HC4) 10"
"ENSMUSG00000078640"	0.48942238821131	0.409367586361276	0.428675092842893	0.686555753382328	-0.525823824349456	0.392783920899372	0.392273656704747	0.385577033644633	"Gm11627"	""
"ENSMUSG00000078651"	0.230843498729515	0.64849034634778	-0.198895705372162	0.798648363904723	0.0824425073069325	0.873494360573715	0.114390300664285	0.764699258041128	"Aoc2"	"amine oxidase, copper containing 2 (retina-specific)"
"ENSMUSG00000078652"	-0.0146278674001921	0.93531827435274	-0.0446147342254057	0.827960387742162	0.00399723317172257	0.978152232201711	-0.0552453684538753	0.525466102671066	"Psme3"	"proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)"
"ENSMUSG00000078670"	-0.102432235771564	0.745288868257516	0.053974881754596	0.920431926271826	0.199939268412459	0.351405791133512	0.151481914395491	0.419147885241561	"Fam174b"	"family with sequence similarity 174, member B"
"ENSMUSG00000078671"	0.00705494423712218	0.979605965545975	-0.225855232304263	0.0282912962731123	0.00149896910606897	0.993156355859609	-0.217301318961072	0.00772871539279243	"Chd2"	"chromodomain helicase DNA binding protein 2"
"ENSMUSG00000078676"	-0.0741365773524768	0.70810766585048	0.001816778310224	0.997004945044601	0.0302864012758807	0.874400265394595	-0.0420333977663721	0.767080194489438	"Casc3"	"cancer susceptibility candidate 3"
"ENSMUSG00000078681"	0.031284404101525	0.925980579953418	-0.1417340174647	0.627267645599647	0.0237699040485638	0.926156436559265	-0.0866797093146111	0.599548132512157	"Tm2d3"	"TM2 domain containing 3"
"ENSMUSG00000078684"	-0.0128978179987089	0.987113477227802	0.0329089185432244	0.975831478015261	0.30554298865934	0.42561841848374	0.325554089203856	0.292573848657816	"5830417I10Rik"	""
"ENSMUSG00000078695"	-0.0981709118012457	0.793011253352601	-0.0625419048725089	0.913307923976053	0.348814429981483	0.111073473219755	0.188101613307729	0.381941598434944	"Cisd3"	"predicted gene, 20267"
"ENSMUSG00000078700"	-0.0152446802507048	0.983014169617733	0.113756193751818	0.874689385097294	-0.0876779966104848	0.834821007220361	0.0108335168906289	0.976876124115379	"D030028A08Rik"	""
"ENSMUSG00000078713"	0.0626678689376229	0.913496594136368	0.153511352192179	0.817153830417183	-0.192914337166862	0.582932475054407	0.0232648839629392	0.946921430483402	"Tomm5"	"predicted pseudogene 8069"
"ENSMUSG00000078716"	0.0356755378327945	0.855124964195165	-0.0303138732144263	0.916874116140808	0.0220987157725484	0.891748025040166	0.0274603803909166	0.818691247099601	"Tmem8b"	"transmembrane protein 8B"
"ENSMUSG00000078762"	-0.0384951288727954	0.98311169295444	-0.00635110245504216	0.997798363475107	-0.0545655439963941	0.964873246881189	-0.0994117753242316	0.911257802477073	"Haus5"	"HAUS augmin-like complex, subunit 5"
"ENSMUSG00000078765"	0.0293470848919138	0.930719561429784	-0.0278849436327963	0.96025027831227	0.115798027219106	0.568977683455307	0.117260168478223	0.469588464472606	"U2af1l4"	"U2 small nuclear RNA auxiliary factor 1-like 4"
"ENSMUSG00000078768"	-0.257736145278166	0.611236238819073	0.232208729781154	0.750415691827963	-0.168686848712273	0.728064139147252	-0.194214264209284	0.603001247803968	"Zfp566"	"zinc finger protein 566"
"ENSMUSG00000078771"	-0.0249627791337219	0.947172479829796	-0.156816350170596	0.631843102330213	0.00104714960069475	0.99686769620151	-0.180731979703623	0.260549570926686	"Evi2a"	"ecotropic viral integration site 2a"
"ENSMUSG00000078773"	0.619484428454514	0.405192601666548	-0.891657877054522	0.213184398200118	0.129938496543166	0.867116702940267	-0.142234952056842	0.819515848671537	"Rad54b"	"RAD54 homolog B (S. cerevisiae)"
"ENSMUSG00000078779"	-0.170057686646192	0.868570883834926	-0.0454648743233742	0.979990036747838	0.373690151772179	0.578827155836554	0.158167590802613	0.80756674045501	"Zfp59"	"zinc finger protein 59"
"ENSMUSG00000078784"	0.0941144967537138	0.878853976901652	0.242684906063813	0.70737353759985	-0.32813205270595	0.357759275339968	0.0086673501115763	0.984470647259173	"1810022K09Rik"	"RIKEN cDNA 1810022K09 gene"
"ENSMUSG00000078786"	-0.0807849314131832	0.865640180181694	0.0791233332173247	0.906326932769645	-0.187605909172177	0.519538219471137	-0.189267507368036	0.420053411423398	"BC024978"	"cDNA sequence BC024978"
"ENSMUSG00000078787"	0.166859422064083	0.898592780857465	-0.45859064668451	0.722814741346803	0.0520976362412655	0.960233289757756	-0.239633588379162	0.735079741846175	"Cyp2t4"	"cytochrome P450, family 2, subfamily t, polypeptide 4"
"ENSMUSG00000078789"	-0.16041474154348	0.571817764902463	-0.0234942706913058	0.971625184821767	-0.0639916891752081	0.823037016962254	-0.247900701409994	0.159400484477886	"Dph1"	"DPH1 homolog (S. cerevisiae)"
"ENSMUSG00000078794"	0.22307872483519	0.022609954813197	-0.108694875882763	0.551938024156496	0.0255156390073621	0.87571585817754	0.13989948795979	0.124589901297725	"Dact3"	"dapper homolog 3, antagonist of beta-catenin (xenopus)"
"ENSMUSG00000078796"	-0.170988812852569	0.891684792395225	-0.208245772028022	0.897237481432835	0.599293085614908	0.422447180877102	0.220058500734318	0.779937806359088	"Zfp541"	"zinc finger protein 541"
"ENSMUSG00000078812"	0.00368861259738011	0.987171407630635	0.0631637041663999	0.746789847986616	-0.0127762130222372	0.935140685749066	0.0540761037415428	0.569601915908195	"Eif5a"	"eukaryotic translation initiation factor 5A"
"ENSMUSG00000078813"	0.164528465590364	0.818182813472655	-0.176466117434341	0.854667012192826	0.156045092869011	0.779475826016816	0.144107441025034	0.744796383846079	"Leng1"	"leukocyte receptor cluster (LRC) member 1"
"ENSMUSG00000078851"	0.252943172604756	0.369962398117123	0.104183482605837	0.860132879429207	0.556913860474191	0.0196377508367899	0.914040515684783	3.909422260487e-07	"Hist3h2a"	"histone cluster 3, H2a"
"ENSMUSG00000078853"	0.0723957117306805	0.947948030660547	-0.450778583848063	0.653647261482346	-0.259233193825809	0.70191728452562	-0.637616065943191	0.157574397762937	"Igtp"	"interferon gamma induced GTPase"
"ENSMUSG00000078861"	-0.161106681622254	0.605266704827649	0.0243960669813824	0.97295218552198	0.570843484187069	0.00622048862221712	0.434132869546197	0.0260085410337984	"Zfp931"	"zinc finger protein 931"
"ENSMUSG00000078862"	0.194617970064617	0.694127713406861	-0.105658939564043	0.901665094931852	0.0776572065310507	0.875177646170624	0.166616237031624	0.620485488585854	"Gm14326"	"predicted gene 14326"
"ENSMUSG00000078864"	0.031799030677069	0.982225902295909	-0.0423404637214868	0.983793541289432	-0.478890779134259	0.426344472191967	-0.489432212178677	0.32101131138748	"Gm14322"	"predicted gene 14322"
"ENSMUSG00000078866"	0.074445710757169	0.892824382141385	-0.0990741512119232	0.893936170021455	-0.133772087940663	0.716044182191624	-0.158400528395417	0.576155030115739	"Gm14420"	"predicted gene 14420"
"ENSMUSG00000078867"	-0.222716059988923	0.855579768244268	0.298412661966263	0.851879223875924	-0.142478670036134	0.895453753866975	-0.0667820680587945	0.936544765385854	"Gm14418"	""
"ENSMUSG00000078868"	-0.278864291475956	0.708236463284934	0.0563936174320101	0.970839552164292	0.559547139439372	0.300100322219732	0.337076465395426	0.505397387224746	"Gm14412"	""
"ENSMUSG00000078870"	-0.349084737016596	0.637065730369652	0.351385273904743	0.735443732382365	0.565503413660291	0.347809531996308	0.567803950548438	0.252089328916371	"Gm14410"	""
"ENSMUSG00000078877"	-0.235155955464183	0.63570697228554	-0.0278648339168614	0.981429340131157	0.143255045682132	0.758801714281835	-0.119765743698913	0.756460649453873	"Gm14295"	"predicted gene 14295"
"ENSMUSG00000078878"	-0.0866284731049875	0.907147812891287	0.227131686175366	0.781142316242686	-0.0940083631354681	0.871452267052751	0.04649484993491	0.919407139619919	"Gm14305"	"predicted gene 14305"
"ENSMUSG00000078902"	-0.19868227510814	0.806704357932065	0.404649499511735	0.636518127974154	-0.297968251323475	0.610827924332558	-0.0920010269198798	0.865782012558109	"Gm14443"	""
"ENSMUSG00000078907"	-0.135936969921227	0.90494239824196	0.439119164165856	0.704690885331927	-0.74106668512901	0.205221019518312	-0.437884490884381	0.398749208129685	"Fam186b"	"family with sequence similarity 186, member B"
"ENSMUSG00000078908"	-0.0341371440918904	0.886298934470196	0.0719403964658884	0.796134019441329	0.0679394888332995	0.679069616490342	0.105742741207297	0.36779459828934	"Mon1b"	"MON1 homolog b (yeast)"
"ENSMUSG00000078919"	-0.117137095685064	0.727786756900525	0.105242219510561	0.833045301191756	-0.335270862372297	0.095476639435918	-0.3471657385468	0.0392871534489032	"Dpm1"	"dolichol-phosphate (beta-D) mannosyltransferase 1"
"ENSMUSG00000078920"	-0.0434423844505981	0.979605965545975	-0.181519668195997	0.922890989211369	-0.552414785953947	0.428764420225023	-0.777376838600542	0.154436288960196	"Ifi47"	"interferon gamma inducible protein 47"
"ENSMUSG00000078923"	0.746679450532531	0.408115142161833	-0.299304712462194	0.880161160001024	-0.456024641850479	0.597227560116187	-0.00864990378014297	0.991927431482571	"Ube2v1"	"ubiquitin-conjugating enzyme E2 variant 1"
"ENSMUSG00000078931"	0.0514939319761116	0.976012313929932	0.196133991813754	0.921146703890444	-0.0419396979105009	0.972601554630502	0.205688225879364	0.801879921149703	"Pdf"	"peptide deformylase (mitochondrial)"
"ENSMUSG00000078941"	0.378949054016189	0.305652586055434	-0.0875510745143328	0.924602941207988	0.25782228818682	0.510526754310446	0.549220267688677	0.0371561881040055	"Ak6"	"adenylate kinase 6"
